,AV0_length,AV0_width,AV0_min_gap,AV0_accel,AV0_decel,AV0_max_speed,AV1_length,AV1_width,AV1_min_gap,AV1_accel,AV1_decel,AV1_max_speed,AV2_length,AV2_width,AV2_min_gap,AV2_accel,AV2_decel,AV2_max_speed,AV3_length,AV3_width,AV3_min_gap,AV3_accel,AV3_decel,AV3_max_speed,AV4_length,AV4_width,AV4_min_gap,AV4_accel,AV4_decel,AV4_max_speed,AV5_length,AV5_width,AV5_min_gap,AV5_accel,AV5_decel,AV5_max_speed,AV6_length,AV6_width,AV6_min_gap,AV6_accel,AV6_decel,AV6_max_speed,AV7_length,AV7_width,AV7_min_gap,AV7_accel,AV7_decel,AV7_max_speed,AV8_length,AV8_width,AV8_min_gap,AV8_accel,AV8_decel,AV8_max_speed,AV9_length,AV9_width,AV9_min_gap,AV9_accel,AV9_decel,AV9_max_speed,TL_GG,TL_YY,TL_rr
4,0.215,1.978,1.0,4.572222222222223,5.472222222222223,16.51111111111112,15.965,1.228,2.25,3.7234567901234574,7.015432098765433,15.12222222222223,3.715,0.728,2.25,4.726543209876544,2.462962962962963,52.622222222222256,4.715,2.2279999999999998,0.5,2.64320987654321,8.944444444444446,62.344444444444484,9.715,2.2279999999999998,2.0,3.1833333333333336,6.62962962962963,54.01111111111115,0.715,0.728,1.5,1.408641975308642,7.0925925925925934,56.78888888888893,7.465,1.478,1.25,5.420987654320989,9.253086419753087,56.78888888888893,9.215,1.228,2.25,3.646296296296297,3.7746913580246915,49.84444444444448,2.715,0.478,1.25,5.420987654320989,5.240740740740741,54.01111111111115,15.465,2.2279999999999998,2.25,5.420987654320989,8.558641975308642,94.28888888888896,2.0,7.0,14.0
5,0.215,1.978,1.0,4.572222222222223,5.472222222222223,17.90000000000001,16.215,1.228,2.5,3.8006172839506176,7.015432098765433,15.12222222222223,3.965,0.978,2.5,4.726543209876544,2.462962962962963,54.01111111111115,4.965,2.2279999999999998,0.5,2.64320987654321,8.944444444444446,63.73333333333338,9.965,2.2279999999999998,2.0,3.260493827160494,6.70679012345679,55.400000000000034,0.715,0.978,1.5,1.4858024691358027,7.0925925925925934,58.17777777777782,7.465,1.728,1.25,5.4981481481481485,9.330246913580247,56.78888888888893,9.465,1.478,2.5,3.7234567901234574,3.7746913580246915,49.84444444444448,2.715,0.728,1.5,5.4981481481481485,5.317901234567902,54.01111111111115,15.715,2.2279999999999998,2.5,5.420987654320989,8.558641975308642,95.67777777777785,2.0,7.0,14.0
6,0.215,1.978,1.25,4.649382716049383,5.549382716049383,17.90000000000001,16.465,1.228,2.5,3.8006172839506176,7.0925925925925934,16.51111111111112,4.215,0.978,2.5,4.726543209876544,2.5401234567901234,54.01111111111115,5.215,2.2279999999999998,0.75,2.64320987654321,8.944444444444446,63.73333333333338,10.215,2.2279999999999998,2.25,3.260493827160494,6.783950617283951,56.78888888888893,0.715,1.228,1.5,1.562962962962963,7.0925925925925934,58.17777777777782,7.465,1.728,1.25,5.57530864197531,9.330246913580247,58.17777777777782,9.715,1.728,2.5,3.7234567901234574,3.7746913580246915,49.84444444444448,2.715,0.728,1.75,5.57530864197531,5.395061728395062,54.01111111111115,15.715,2.4779999999999998,2.5,5.4981481481481485,8.558641975308642,95.67777777777785,3.0,7.0,15.0
7,0.215,1.978,1.25,4.649382716049383,5.549382716049383,17.90000000000001,16.215,1.228,2.5,3.8006172839506176,7.0925925925925934,16.51111111111112,4.215,0.978,2.5,4.726543209876544,2.5401234567901234,54.01111111111115,5.215,2.2279999999999998,0.5,2.64320987654321,8.944444444444446,63.73333333333338,9.965,2.2279999999999998,2.25,3.260493827160494,6.70679012345679,55.400000000000034,0.715,1.228,1.5,1.4858024691358027,7.0925925925925934,58.17777777777782,7.465,1.728,1.25,5.57530864197531,9.330246913580247,58.17777777777782,9.715,1.728,2.5,3.7234567901234574,3.7746913580246915,49.84444444444448,2.715,0.728,1.5,5.4981481481481485,5.317901234567902,54.01111111111115,15.715,2.2279999999999998,2.5,5.420987654320989,8.558641975308642,95.67777777777785,3.0,7.0,15.0
8,0.46499999999999997,1.978,1.0,4.572222222222223,5.472222222222223,17.90000000000001,16.215,1.228,2.5,3.8006172839506176,7.015432098765433,15.12222222222223,4.215,0.978,2.5,4.726543209876544,2.5401234567901234,54.01111111111115,4.965,2.2279999999999998,0.5,2.64320987654321,8.944444444444446,62.344444444444484,9.965,2.2279999999999998,2.0,3.260493827160494,6.62962962962963,54.01111111111115,0.715,1.228,1.5,1.4858024691358027,7.015432098765433,58.17777777777782,7.465,1.728,1.25,5.4981481481481485,9.175925925925927,56.78888888888893,9.465,1.478,2.5,3.646296296296297,3.851851851851852,49.84444444444448,2.965,0.728,1.5,5.420987654320989,5.240740740740741,54.01111111111115,15.465,2.2279999999999998,2.5,5.420987654320989,8.481481481481483,94.28888888888896,3.0,7.0,15.0
9,0.46499999999999997,1.978,1.0,4.572222222222223,5.472222222222223,17.90000000000001,16.215,1.228,2.5,3.8006172839506176,7.015432098765433,15.12222222222223,4.215,0.978,2.5,4.726543209876544,2.462962962962963,54.01111111111115,4.965,2.2279999999999998,0.5,2.64320987654321,8.944444444444446,62.344444444444484,9.715,2.2279999999999998,2.0,3.260493827160494,6.62962962962963,54.01111111111115,0.715,1.228,1.5,1.4858024691358027,7.015432098765433,58.17777777777782,7.465,1.728,1.25,5.4981481481481485,9.175925925925927,56.78888888888893,9.465,1.478,2.5,3.646296296296297,3.851851851851852,48.455555555555584,2.965,0.728,1.5,5.420987654320989,5.240740740740741,54.01111111111115,15.465,2.2279999999999998,2.5,5.420987654320989,8.481481481481483,94.28888888888896,3.0,7.0,15.0
10,0.46499999999999997,1.978,1.0,4.572222222222223,5.472222222222223,17.90000000000001,15.965,1.228,2.5,3.8006172839506176,7.015432098765433,15.12222222222223,4.215,0.978,2.5,4.726543209876544,2.462962962962963,54.01111111111115,4.965,2.2279999999999998,0.5,2.64320987654321,8.944444444444446,62.344444444444484,9.715,2.2279999999999998,2.0,3.260493827160494,6.55246913580247,54.01111111111115,0.715,1.228,1.5,1.4858024691358027,7.015432098765433,58.17777777777782,7.465,1.728,1.25,5.4981481481481485,9.175925925925927,56.78888888888893,9.465,1.478,2.5,3.646296296296297,3.851851851851852,48.455555555555584,2.965,0.728,1.5,5.420987654320989,5.240740740740741,54.01111111111115,15.465,2.2279999999999998,2.25,5.420987654320989,8.481481481481483,92.90000000000008,3.0,7.0,15.0
11,0.46499999999999997,1.978,1.0,4.572222222222223,5.472222222222223,17.90000000000001,15.965,1.228,2.5,3.8006172839506176,7.015432098765433,15.12222222222223,3.965,0.978,2.5,4.726543209876544,2.462962962962963,54.01111111111115,4.965,2.2279999999999998,0.5,2.64320987654321,8.944444444444446,60.9555555555556,9.715,2.2279999999999998,2.0,3.1833333333333336,6.55246913580247,54.01111111111115,0.715,1.228,1.5,1.4858024691358027,7.015432098765433,58.17777777777782,7.465,1.728,1.25,5.4981481481481485,9.175925925925927,56.78888888888893,9.465,1.478,2.5,3.646296296296297,3.851851851851852,48.455555555555584,2.965,0.728,1.5,5.420987654320989,5.240740740740741,54.01111111111115,15.465,2.2279999999999998,2.25,5.420987654320989,8.481481481481483,92.90000000000008,3.0,7.0,14.0
12,0.46499999999999997,1.978,1.0,4.572222222222223,5.472222222222223,17.90000000000001,15.965,1.228,2.5,3.7234567901234574,7.015432098765433,15.12222222222223,3.965,0.978,2.5,4.726543209876544,2.462962962962963,54.01111111111115,4.965,2.2279999999999998,0.5,2.64320987654321,8.944444444444446,60.9555555555556,9.715,2.2279999999999998,2.0,3.1833333333333336,6.55246913580247,54.01111111111115,0.715,1.228,1.5,1.4858024691358027,7.015432098765433,58.17777777777782,7.465,1.728,1.25,5.4981481481481485,9.175925925925927,56.78888888888893,9.465,1.478,2.5,3.646296296296297,3.851851851851852,48.455555555555584,2.965,0.728,1.5,5.420987654320989,5.240740740740741,54.01111111111115,15.465,2.2279999999999998,2.25,5.420987654320989,8.481481481481483,92.90000000000008,3.0,7.0,14.0
13,0.46499999999999997,1.978,1.0,4.572222222222223,5.472222222222223,17.90000000000001,15.965,1.228,2.5,3.7234567901234574,7.015432098765433,15.12222222222223,3.965,0.978,2.5,4.726543209876544,2.462962962962963,54.01111111111115,4.965,2.2279999999999998,0.5,2.64320987654321,8.944444444444446,60.9555555555556,9.715,2.2279999999999998,2.0,3.1833333333333336,6.55246913580247,54.01111111111115,0.715,1.228,1.5,1.408641975308642,7.015432098765433,58.17777777777782,7.465,1.728,1.25,5.4981481481481485,9.175925925925927,56.78888888888893,9.215,1.478,2.5,3.646296296296297,3.851851851851852,48.455555555555584,2.965,0.728,1.5,5.420987654320989,5.163580246913581,54.01111111111115,15.465,2.2279999999999998,2.25,5.420987654320989,8.481481481481483,92.90000000000008,3.0,7.0,14.0
14,0.46499999999999997,1.978,1.0,4.572222222222223,5.472222222222223,17.90000000000001,15.965,1.228,2.5,3.7234567901234574,7.015432098765433,15.12222222222223,3.965,0.978,2.5,4.726543209876544,2.462962962962963,54.01111111111115,4.965,2.2279999999999998,0.5,2.64320987654321,8.944444444444446,60.9555555555556,9.715,2.2279999999999998,2.0,3.1833333333333336,6.55246913580247,54.01111111111115,0.715,1.228,1.5,1.408641975308642,7.015432098765433,58.17777777777782,7.465,1.728,1.25,5.420987654320989,9.175925925925927,56.78888888888893,9.215,1.478,2.5,3.646296296296297,3.851851851851852,48.455555555555584,2.965,0.728,1.5,5.420987654320989,5.163580246913581,54.01111111111115,15.465,2.2279999999999998,2.25,5.420987654320989,8.481481481481483,92.90000000000008,3.0,7.0,14.0
15,0.46499999999999997,1.978,1.0,4.572222222222223,5.472222222222223,17.90000000000001,15.965,1.228,2.5,3.7234567901234574,7.015432098765433,15.12222222222223,3.965,0.978,2.5,4.726543209876544,2.462962962962963,54.01111111111115,4.965,2.2279999999999998,0.5,2.64320987654321,8.944444444444446,60.9555555555556,9.715,2.2279999999999998,2.0,3.1833333333333336,6.55246913580247,54.01111111111115,0.715,1.228,1.5,1.408641975308642,7.0925925925925934,58.17777777777782,7.465,1.728,1.25,5.420987654320989,9.175925925925927,56.78888888888893,9.215,1.478,2.5,3.646296296296297,3.7746913580246915,48.455555555555584,2.965,0.728,1.5,5.420987654320989,5.163580246913581,54.01111111111115,15.465,2.2279999999999998,2.25,5.420987654320989,8.481481481481483,92.90000000000008,3.0,7.0,14.0
16,0.46499999999999997,1.978,1.0,4.572222222222223,5.472222222222223,17.90000000000001,15.965,1.228,2.5,3.7234567901234574,7.015432098765433,15.12222222222223,3.965,0.978,2.5,4.726543209876544,2.462962962962963,54.01111111111115,4.715,2.2279999999999998,0.5,2.64320987654321,8.944444444444446,60.9555555555556,9.715,2.2279999999999998,2.0,3.1833333333333336,6.55246913580247,54.01111111111115,0.715,1.228,1.5,1.408641975308642,7.0925925925925934,58.17777777777782,7.465,1.728,1.25,5.420987654320989,9.175925925925927,56.78888888888893,9.215,1.478,2.5,3.646296296296297,3.7746913580246915,48.455555555555584,2.965,0.728,1.5,5.420987654320989,5.163580246913581,54.01111111111115,15.465,2.2279999999999998,2.25,5.420987654320989,8.481481481481483,92.90000000000008,3.0,7.0,14.0
17,0.215,1.978,1.0,4.572222222222223,5.472222222222223,17.90000000000001,15.965,1.228,2.5,3.7234567901234574,7.015432098765433,15.12222222222223,3.965,0.978,2.5,4.726543209876544,2.462962962962963,54.01111111111115,4.715,2.2279999999999998,0.5,2.64320987654321,8.944444444444446,60.9555555555556,9.715,2.2279999999999998,2.0,3.1833333333333336,6.55246913580247,54.01111111111115,0.715,1.228,1.5,1.408641975308642,7.0925925925925934,58.17777777777782,7.465,1.728,1.25,5.420987654320989,9.175925925925927,55.400000000000034,9.215,1.478,2.5,3.646296296296297,3.7746913580246915,48.455555555555584,2.965,0.728,1.5,5.420987654320989,5.163580246913581,54.01111111111115,15.465,2.2279999999999998,2.25,5.420987654320989,8.481481481481483,92.90000000000008,2.0,7.0,14.0
